property_id,type,city,district,address,area,rooms,price,build_year,status
763,apartment,Semey,South,5 Boulevard,791.0,1,940200290,2024,available
764,office,Kyzylorda,Medeu,103 Road,64.1,0,33878198,1953,sold
765,apartment,Pavlodar,North,30 Avenue,550.9,2,213541126,1961,available
766,land,Shymkent,Central,158 Boulevard,690.3,0,597709032,0,available
767,apartment,Taraz,West,97 Avenue,70.8,1,71546075,2013,available
768,apartment,Astana,West,16 Boulevard,475.5,3,138503575,1979,sold
769,apartment,Semey,Almalinsky,173 Avenue,261.4,4,197001239,2022,available
770,apartment,Semey,East,37 Boulevard,549.6,1,559983550,2004,reserved
771,apartment,Almaty,Central,119 Road,303.5,1,91198301,2011,available
772,apartment,Kostanay,Medeu,162 Street,593.5,4,283847931,2018,available
773,apartment,Kostanay,North,36 Road,998.8,3,490120623,1990,sold
774,office,Pavlodar,Saryarka,70 Street,669.0,2,399860361,1992,available
775,house,Almaty,Almalinsky,122 Avenue,903.4,5,412115196,2021,sold
776,house,Kostanay,Auezov,21 Avenue,547.9,6,554346680,1965,available
777,office,Kyzylorda,Medeu,100 Street,842.4,0,329317573,1974,available
778,apartment,Almaty,West,175 Boulevard,207.7,6,176980845,1988,sold
779,apartment,Aktobe,Medeu,10 Boulevard,503.0,5,416142747,1975,reserved
780,house,Astana,West,146 Road,504.1,4,261985854,2022,available
781,apartment,Astana,South,67 Road,858.4,4,746560081,1952,reserved
782,house,Semey,Almalinsky,65 Road,885.4,0,1070106143,1956,sold
783,apartment,Kostanay,West,32 Road,477.3,2,298663031,1978,available
784,office,Semey,Saryarka,81 Avenue,404.0,2,155282061,1953,reserved
785,apartment,Kostanay,North,64 Street,181.2,2,67846666,1953,available
786,office,Kyzylorda,Turksib,86 Boulevard,262.2,3,126317171,1956,sold
787,apartment,Karagandy,North,199 Road,627.2,6,236977666,1965,available
788,apartment,Almaty,Bostandyk,81 Avenue,787.0,0,887109712,2006,available
789,house,Kostanay,North,27 Avenue,568.1,2,581198038,2002,available
790,apartment,Kyzylorda,Central,117 Lane,474.9,3,543295859,1993,available
791,house,Almaty,Saryarka,133 Boulevard,596.1,0,233921972,1958,available
792,office,Kyzylorda,South,164 Road,271.2,3,208472902,1973,available
793,house,Almaty,South,80 Road,447.1,5,437682407,1989,available
794,apartment,Shymkent,South,121 Boulevard,611.3,2,310296194,1968,available
795,apartment,Semey,Central,109 Boulevard,211.5,1,163227575,1958,available
796,house,Aktobe,Almalinsky,178 Boulevard,855.0,4,1043907226,2003,available
797,apartment,Almaty,Saryarka,57 Avenue,646.0,5,327681309,1977,available
798,house,Taraz,Bostandyk,53 Lane,200.6,0,104253107,1953,available
799,apartment,Aktobe,East,162 Road,914.5,2,252075473,1975,available
800,apartment,Pavlodar,South,87 Road,261.0,1,94779935,1962,available
801,house,Kostanay,Turksib,29 Boulevard,937.4,2,631367809,1997,available
802,office,Kyzylorda,Bostandyk,183 Avenue,136.1,1,121153573,1998,available
803,apartment,Kostanay,Turksib,63 Avenue,767.8,4,366135195,1969,available
804,apartment,Pavlodar,South,131 Road,888.1,1,944282709,1958,available
805,apartment,Semey,Medeu,128 Road,475.0,2,451644086,2011,sold
806,apartment,Pavlodar,Almalinsky,103 Road,656.7,1,287937997,1980,available
807,apartment,Kostanay,Almalinsky,41 Boulevard,269.4,0,94522954,2006,available
808,apartment,Almaty,Saryarka,132 Road,349.6,3,251990243,2002,available
809,apartment,Pavlodar,Bostandyk,7 Street,452.9,2,376438658,1960,available
810,apartment,Semey,Turksib,21 Boulevard,928.1,0,356381865,2019,available
811,apartment,Taraz,West,78 Boulevard,206.8,4,297186274,2019,sold
812,apartment,Pavlodar,West,89 Lane,946.9,6,826663826,2010,available
813,land,Shymkent,Bostandyk,59 Street,1557.3,0,680253175,0,available
814,apartment,Aktobe,Saryarka,88 Avenue,326.8,1,263781178,2003,available
815,apartment,Semey,Central,96 Street,586.0,1,369010826,2013,sold
816,office,Taraz,East,108 Lane,692.0,3,734724385,1988,available
817,apartment,Almaty,South,40 Boulevard,576.8,6,486070806,2023,sold
818,land,Karagandy,Bostandyk,17 Road,1018.3,0,689904793,0,reserved
819,house,Pavlodar,North,44 Avenue,681.4,1,241023290,2012,available
820,apartment,Kostanay,West,53 Street,305.3,4,91201343,2016,available
821,apartment,Kostanay,Bostandyk,41 Avenue,146.6,3,88609633,1976,available
822,apartment,Kostanay,Turksib,122 Street,611.6,2,507360865,2008,available
823,apartment,Shymkent,Saryarka,17 Lane,612.8,1,551630826,2012,available
824,apartment,Astana,West,166 Lane,359.8,6,310969641,1972,available
825,apartment,Kyzylorda,Bostandyk,118 Lane,912.6,1,710389511,1955,available
826,office,Pavlodar,Turksib,138 Boulevard,673.3,0,680584616,1977,sold
827,apartment,Semey,North,95 Avenue,760.3,4,700232016,2007,available
828,apartment,Almaty,Saryarka,7 Avenue,646.1,5,629794068,1998,available
829,apartment,Karagandy,Bostandyk,10 Avenue,265.6,5,278240878,2009,available
830,apartment,Semey,Turksib,63 Lane,157.5,6,75058521,1952,available
831,apartment,Astana,Auezov,190 Lane,185.1,5,195702034,1969,available
832,apartment,Almaty,Turksib,137 Street,453.2,0,477152085,2016,available
833,house,Astana,Bostandyk,177 Boulevard,455.1,4,153526109,1975,sold
834,apartment,Karagandy,East,24 Avenue,433.2,0,229207042,1958,available
835,office,Shymkent,South,12 Lane,522.3,2,324010942,1976,sold
836,apartment,Kostanay,North,60 Street,123.8,2,54273856,1990,available
837,apartment,Karagandy,North,169 Boulevard,656.9,2,257437447,2002,available
838,apartment,Astana,Auezov,146 Street,266.9,0,267330548,1999,available
839,land,Shymkent,Medeu,45 Boulevard,1964.8,0,1461977190,0,available
840,office,Aktobe,Bostandyk,131 Street,513.4,0,273667857,1965,available
841,house,Karagandy,Almalinsky,21 Avenue,154.8,3,75536000,1976,available
842,apartment,Kyzylorda,Saryarka,190 Boulevard,151.6,2,147181878,2016,sold
843,apartment,Pavlodar,Central,59 Boulevard,355.9,1,324981167,1981,sold
844,house,Karagandy,Almalinsky,98 Road,335.2,3,239952076,2012,available
845,apartment,Shymkent,East,33 Avenue,190.2,4,233780855,1980,available
846,apartment,Aktobe,West,43 Street,260.0,1,202460229,2023,available
847,house,Pavlodar,Saryarka,21 Boulevard,410.3,1,287729574,2005,sold
848,office,Aktobe,Central,196 Lane,438.8,0,504055892,2018,available
849,house,Pavlodar,Bostandyk,119 Boulevard,464.5,3,371485109,1992,available
850,apartment,Shymkent,East,2 Avenue,864.4,5,820794168,2003,sold
851,land,Taraz,Bostandyk,126 Boulevard,1425.7,0,1139440290,0,available
852,office,Kostanay,Almalinsky,42 Street,767.7,2,840005779,1994,available
853,apartment,Taraz,Central,167 Lane,928.0,5,480203551,1996,available
854,house,Shymkent,West,155 Lane,945.4,1,520412708,1970,available
855,house,Kostanay,Bostandyk,181 Road,974.7,0,654271008,2004,available
856,apartment,Pavlodar,Auezov,137 Lane,594.4,5,458514741,1961,available
857,apartment,Taraz,South,69 Street,931.4,3,694519404,1971,sold
858,apartment,Astana,Bostandyk,135 Lane,661.4,5,396058943,1973,sold
859,apartment,Shymkent,Auezov,29 Lane,575.8,1,221498163,1973,sold
860,apartment,Kostanay,Saryarka,161 Road,127.0,5,52364180,1998,available
861,apartment,Almaty,Almalinsky,61 Lane,495.5,6,193605836,1957,available
862,land,Kyzylorda,Central,25 Street,1235.7,0,394389941,0,reserved
863,house,Aktobe,Saryarka,194 Boulevard,612.3,2,448573074,1990,sold
864,office,Kostanay,Bostandyk,157 Avenue,975.8,2,801892975,2001,sold
865,office,Shymkent,Central,155 Avenue,871.6,2,1108864364,1981,available
866,house,Aktobe,Auezov,106 Street,23.1,5,30193358,1952,available
867,office,Taraz,Turksib,114 Street,614.6,3,663022054,1994,available
868,office,Aktobe,Turksib,180 Avenue,739.6,2,679112765,2016,sold
869,house,Semey,Central,33 Lane,800.9,2,1007045039,2009,available
870,apartment,Astana,Saryarka,170 Road,256.1,1,136744540,1961,available
871,land,Almaty,South,84 Lane,1626.1,0,810348123,0,available
872,apartment,Astana,Turksib,35 Road,640.9,3,263189458,1978,sold
873,house,Kyzylorda,North,165 Boulevard,389.5,5,411258371,2021,reserved
874,apartment,Karagandy,East,67 Avenue,305.2,0,127212099,1974,sold
875,apartment,Taraz,South,81 Lane,585.4,0,351592861,1974,sold
876,land,Taraz,Medeu,174 Street,1231.6,0,921155055,0,available
877,apartment,Aktobe,Medeu,38 Boulevard,840.5,3,658419141,1986,available
878,house,Almaty,Almalinsky,82 Boulevard,512.3,5,210615552,2023,available
879,office,Aktobe,West,181 Lane,77.6,2,36887952,1978,sold
880,apartment,Shymkent,Saryarka,187 Lane,313.1,6,318692386,1952,available
881,apartment,Aktobe,Medeu,194 Lane,403.2,4,351196225,1974,sold
882,apartment,Astana,South,83 Road,868.5,0,1002334703,2008,available
883,apartment,Aktobe,Saryarka,75 Street,225.6,6,240304971,1951,available
884,office,Astana,Turksib,38 Lane,951.4,3,752114729,1957,available
885,land,Shymkent,Central,31 Road,1440.2,0,1426898393,0,available
886,apartment,Almaty,North,62 Lane,498.9,5,417349771,1972,available
887,apartment,Astana,Saryarka,167 Lane,289.7,5,163314508,1964,available
888,apartment,Semey,East,6 Road,581.5,4,458359509,1962,sold
889,apartment,Aktobe,Turksib,180 Lane,312.4,1,100433684,2018,available
890,office,Almaty,Bostandyk,143 Road,787.8,3,281668827,2024,available
891,office,Astana,East,169 Avenue,197.1,1,58806443,1990,available
892,apartment,Karagandy,Turksib,42 Avenue,571.2,6,465699923,1965,available
893,apartment,Semey,South,109 Avenue,263.4,0,305688700,1987,available
894,apartment,Kyzylorda,Saryarka,178 Boulevard,532.2,2,451910609,1962,available
895,apartment,Almaty,East,37 Boulevard,859.0,1,997883665,2020,available
896,apartment,Shymkent,Almalinsky,109 Avenue,558.9,2,417790579,2001,available
897,office,Kostanay,South,138 Street,89.1,2,114935432,1974,sold
898,apartment,Semey,Almalinsky,42 Lane,825.1,2,958374723,1953,reserved
899,apartment,Pavlodar,North,137 Avenue,690.3,3,261978022,1996,sold
900,house,Shymkent,East,71 Avenue,116.0,1,62585282,1965,available
901,house,Pavlodar,Almalinsky,126 Avenue,538.4,5,400504040,1984,available
902,office,Shymkent,Medeu,193 Lane,197.1,3,122310319,1951,available
903,house,Shymkent,South,97 Road,740.7,0,880931911,1997,sold
904,apartment,Kyzylorda,Bostandyk,181 Lane,199.4,2,203294344,1985,reserved
905,apartment,Karagandy,West,163 Avenue,948.5,3,1072491719,1960,available
906,apartment,Astana,South,148 Avenue,102.9,2,81955688,1951,reserved
907,apartment,Semey,South,123 Lane,524.7,5,622442666,2001,available
908,apartment,Almaty,Bostandyk,180 Road,754.7,1,901715372,2017,available
909,apartment,Aktobe,South,173 Road,905.7,1,378146236,2015,available
910,apartment,Aktobe,Bostandyk,44 Boulevard,970.3,2,980266110,2019,sold
911,office,Pavlodar,West,124 Boulevard,279.5,0,276921542,1977,sold
912,office,Semey,Central,119 Road,851.4,0,552413010,1992,available
913,apartment,Taraz,South,103 Boulevard,28.7,3,17778320,2015,sold
914,apartment,Aktobe,Central,40 Boulevard,241.6,3,145529839,1973,available
915,apartment,Aktobe,Turksib,113 Street,157.1,5,102379197,1975,available
916,apartment,Shymkent,Bostandyk,108 Boulevard,903.0,1,958015356,1984,available
917,apartment,Aktobe,Turksib,183 Street,338.4,6,325595584,1999,available
918,land,Almaty,South,40 Boulevard,1200.0,0,1188775747,0,available
919,house,Taraz,Bostandyk,153 Avenue,445.6,2,205648108,2004,available
920,apartment,Semey,South,64 Boulevard,771.4,6,447687572,2004,available
921,house,Astana,Auezov,157 Street,204.9,6,179663431,1979,available
922,apartment,Pavlodar,East,38 Lane,37.3,1,11684458,2002,available
923,house,Karagandy,East,87 Lane,489.6,4,274975482,1964,available
924,apartment,Taraz,Bostandyk,64 Boulevard,897.2,1,248042798,1991,available
925,apartment,Kyzylorda,North,111 Street,267.2,3,154478558,1962,available
926,house,Shymkent,Medeu,93 Boulevard,748.1,4,550690880,1985,available
927,apartment,Astana,South,162 Road,137.9,4,186366129,1974,available
928,apartment,Astana,North,140 Road,356.0,5,285743712,2018,sold
929,apartment,Karagandy,Bostandyk,141 Boulevard,893.8,6,1110011238,1994,sold
930,apartment,Astana,Bostandyk,18 Lane,430.6,4,377635806,1985,available
931,apartment,Almaty,Almalinsky,16 Street,745.9,3,556085837,2018,sold
932,land,Shymkent,Saryarka,193 Road,1014.6,0,975758706,0,available
933,apartment,Shymkent,Almalinsky,56 Road,702.8,6,536010817,2017,available
934,office,Pavlodar,West,142 Avenue,187.7,0,134251843,1968,sold
935,apartment,Shymkent,West,14 Street,989.7,1,618904707,1994,available
936,land,Taraz,North,181 Road,822.5,0,400730843,0,available
937,land,Almaty,Medeu,57 Boulevard,682.8,0,801910523,0,available
938,land,Kyzylorda,North,185 Lane,1913.1,0,1068375785,0,available
939,apartment,Aktobe,East,84 Boulevard,219.8,5,248559941,1969,available
940,house,Kostanay,Medeu,38 Lane,111.8,1,89833155,1972,available
941,apartment,Shymkent,Turksib,73 Avenue,324.0,1,360733598,1974,available
942,apartment,Karagandy,Saryarka,166 Lane,118.2,4,55080448,1951,available
943,apartment,Almaty,North,4 Avenue,149.5,6,56097780,1968,sold
944,apartment,Almaty,North,139 Boulevard,855.7,0,412523966,2011,sold
945,office,Shymkent,West,85 Lane,171.4,0,122682454,2019,available
946,office,Astana,Auezov,76 Avenue,521.3,3,259689273,1953,available
947,apartment,Taraz,Turksib,74 Street,923.3,5,688407211,1964,available
948,land,Karagandy,North,73 Boulevard,522.1,0,295952956,0,sold
949,apartment,Almaty,Almalinsky,39 Street,440.1,2,369530113,2004,available
950,house,Pavlodar,Almalinsky,74 Boulevard,877.9,2,1051166752,1983,sold
951,house,Astana,Central,39 Street,333.9,3,262239921,2011,sold
952,apartment,Kostanay,West,38 Avenue,336.6,1,148897977,1990,available
953,apartment,Kostanay,Almalinsky,163 Boulevard,155.5,5,167422198,2020,available
954,apartment,Semey,Auezov,59 Lane,101.9,5,71414412,1978,sold
955,apartment,Almaty,East,5 Boulevard,567.2,1,640263125,1957,sold
956,apartment,Shymkent,West,118 Street,838.5,4,1147626544,1981,available
957,apartment,Shymkent,North,179 Street,389.9,0,350366881,1956,sold
958,house,Astana,Saryarka,153 Street,49.6,2,19025979,1951,available
959,office,Shymkent,South,121 Street,753.1,2,593099716,2006,sold
960,house,Pavlodar,North,40 Avenue,883.5,0,648125654,1970,available
961,office,Aktobe,Auezov,183 Boulevard,920.8,2,837712411,1970,available
962,apartment,Kostanay,South,191 Street,412.4,0,179036077,2021,available
963,apartment,Aktobe,Saryarka,81 Lane,830.7,1,275171308,2004,available
964,apartment,Astana,Medeu,155 Boulevard,47.5,2,17869566,1977,available
965,house,Pavlodar,East,142 Street,645.6,0,277997744,2022,available
966,apartment,Aktobe,Central,13 Boulevard,111.3,2,32276020,1986,reserved
967,apartment,Taraz,Bostandyk,186 Boulevard,974.4,5,824347584,2014,available
968,office,Shymkent,Central,151 Lane,487.4,0,235364266,2009,available
969,house,Karagandy,East,175 Street,773.4,1,924095974,2016,sold
970,apartment,Shymkent,Medeu,75 Boulevard,631.0,3,230067571,1999,available
971,land,Kyzylorda,North,40 Road,1404.5,0,1178258540,0,available
972,office,Semey,North,128 Avenue,465.7,1,459270433,1985,available
973,apartment,Astana,South,182 Lane,272.8,3,355978725,2006,available
974,apartment,Astana,Almalinsky,125 Avenue,376.2,2,284111602,1966,available
975,apartment,Kyzylorda,Medeu,96 Avenue,688.6,4,558815986,1955,available
976,house,Karagandy,Auezov,3 Street,856.0,2,561659577,1959,available
977,office,Astana,Medeu,120 Lane,649.6,3,225593200,1963,sold
978,office,Kostanay,East,103 Boulevard,83.2,2,99027434,2010,available
979,apartment,Semey,South,121 Street,647.4,2,627788324,1998,available
980,office,Kostanay,Saryarka,55 Avenue,227.3,0,282400158,1984,available
981,apartment,Shymkent,North,71 Lane,100.1,6,108181792,2017,available
982,office,Shymkent,Central,24 Lane,355.2,2,149562443,2003,available
983,apartment,Shymkent,Bostandyk,91 Road,401.4,0,373938539,1975,available
984,house,Kyzylorda,South,83 Boulevard,33.9,3,38652257,1990,available
985,land,Kostanay,West,134 Avenue,1981.2,0,2601692189,0,available
986,house,Kyzylorda,North,10 Street,750.8,1,518547531,1971,available
987,apartment,Karagandy,East,174 Road,956.0,2,795972757,1989,available
988,office,Aktobe,Turksib,117 Lane,422.2,2,428263359,1992,available
989,apartment,Kostanay,Medeu,46 Road,603.0,4,381553959,2005,available
990,house,Astana,North,27 Avenue,656.6,4,629444583,2019,available
991,apartment,Kyzylorda,Central,171 Boulevard,854.7,1,420090756,1998,available
992,office,Astana,Medeu,119 Lane,909.8,3,265169099,1978,available
993,apartment,Pavlodar,West,107 Street,24.1,3,6434316,1997,sold
994,apartment,Kyzylorda,Medeu,86 Street,960.0,3,591060988,1974,available
995,apartment,Almaty,Almalinsky,110 Street,940.6,3,1109550638,1972,available
996,apartment,Shymkent,Bostandyk,60 Avenue,715.8,1,567962319,2000,sold
997,house,Pavlodar,Auezov,41 Boulevard,219.7,0,57111463,1969,available
998,house,Astana,Almalinsky,98 Avenue,747.5,1,933487134,1995,available
999,house,Karagandy,West,50 Road,843.6,5,942028849,1983,available
1000,apartment,Shymkent,Turksib,6 Road,869.6,0,644001664,1963,available
1001,apartment,Shymkent,North,20 Lane,847.7,6,347012839,1952,available
1002,apartment,Astana,East,176 Lane,387.7,2,330746281,1970,available
1003,apartment,Shymkent,Turksib,146 Road,857.7,0,1210247653,2011,reserved
1004,apartment,Almaty,South,134 Boulevard,928.1,1,784708268,2018,available
1005,apartment,Shymkent,East,94 Avenue,900.6,0,475618491,1966,available
1006,apartment,Astana,Medeu,182 Road,658.9,3,638503710,2015,sold
1007,office,Pavlodar,South,51 Boulevard,962.6,0,879086521,1989,available
1008,apartment,Aktobe,Bostandyk,115 Lane,604.4,2,655866986,1999,available
1009,apartment,Taraz,Turksib,17 Lane,183.9,0,192632172,2002,available
1010,office,Semey,Medeu,102 Avenue,132.4,2,79467389,1981,available
1011,house,Taraz,South,200 Boulevard,139.9,2,139788077,1977,available
1012,house,Karagandy,Auezov,17 Lane,297.9,1,194086337,1985,sold
1013,office,Astana,Almalinsky,166 Lane,688.5,3,374434574,1975,available
1014,apartment,Almaty,West,108 Avenue,141.6,1,119126325,1999,available
1015,apartment,Almaty,Turksib,148 Avenue,913.4,2,381757581,2001,available
1016,apartment,Semey,Central,87 Avenue,88.1,0,89095953,1988,available
1017,house,Kostanay,North,143 Boulevard,503.9,0,355444743,2008,available
1018,house,Astana,Medeu,159 Avenue,48.7,0,43450322,1991,sold
1019,house,Karagandy,South,23 Street,729.6,6,535408521,1950,sold
1020,office,Pavlodar,Central,29 Avenue,948.2,0,547819342,1998,available
1021,apartment,Shymkent,Almalinsky,118 Avenue,143.8,6,64390688,2002,available
1022,house,Semey,Auezov,62 Road,488.4,3,534675042,2011,available
1023,apartment,Pavlodar,North,91 Road,838.8,1,820028209,1976,available
1024,apartment,Aktobe,Central,55 Avenue,677.1,3,614299554,1963,available
1025,office,Semey,Auezov,81 Boulevard,714.3,1,639547769,1966,available
1026,apartment,Aktobe,Almalinsky,132 Street,784.4,1,275046956,1989,reserved
1027,apartment,Astana,South,119 Avenue,750.1,1,232528712,1984,available
1028,house,Aktobe,Medeu,68 Avenue,928.4,0,508478667,2000,available
1029,apartment,Almaty,Saryarka,70 Boulevard,115.9,5,74670924,2004,available
1030,apartment,Shymkent,Almalinsky,71 Road,615.3,4,455459977,1981,reserved
1031,apartment,Almaty,Central,148 Boulevard,254.0,4,99295913,1978,sold
1032,house,Kostanay,Bostandyk,101 Avenue,235.5,6,233237624,1976,available
1033,apartment,Pavlodar,Almalinsky,74 Avenue,112.4,4,131684117,1989,sold
1034,house,Shymkent,Medeu,175 Avenue,183.3,2,174295076,1951,available
1035,apartment,Almaty,South,68 Avenue,187.3,6,199995325,1995,reserved
1036,apartment,Aktobe,East,121 Avenue,64.3,0,62341411,1979,available
1037,apartment,Shymkent,North,26 Boulevard,807.8,2,625070565,2019,available
1038,apartment,Taraz,Saryarka,4 Boulevard,315.1,2,385453067,2011,available
1039,house,Almaty,South,106 Street,666.2,1,414026621,1953,available
1040,house,Kostanay,Medeu,53 Avenue,210.0,3,217926020,2019,sold
1041,apartment,Semey,South,68 Boulevard,890.2,3,870707327,1985,available
1042,apartment,Semey,Medeu,157 Avenue,444.8,3,402443486,1994,available
1043,land,Aktobe,Turksib,38 Lane,1489.5,0,1051657586,0,available
1044,apartment,Aktobe,West,17 Boulevard,35.3,0,19771993,1965,available
1045,apartment,Kostanay,Medeu,170 Avenue,68.9,1,38712340,2014,available
1046,house,Shymkent,North,183 Boulevard,159.8,5,78832126,1960,available
1047,apartment,Taraz,East,174 Lane,434.1,0,559660242,1989,available
1048,apartment,Taraz,Almalinsky,36 Street,265.0,3,194850895,1960,available
1049,office,Aktobe,Auezov,47 Lane,786.8,3,307281080,1990,available
1050,house,Taraz,Saryarka,91 Lane,477.2,3,397590122,1953,reserved
1051,apartment,Shymkent,Almalinsky,78 Street,588.7,2,248267909,2022,sold
1052,apartment,Kostanay,South,104 Avenue,473.6,6,506807453,1956,available
1053,apartment,Astana,Medeu,153 Avenue,825.5,4,564508954,1957,available
1054,apartment,Semey,Central,180 Street,525.9,4,507265631,1978,sold
1055,house,Shymkent,West,161 Boulevard,724.8,0,779710917,1975,available
1056,apartment,Kyzylorda,North,134 Avenue,262.3,0,215883634,2006,available
1057,office,Pavlodar,Bostandyk,124 Street,823.9,2,918576117,1965,available
1058,house,Shymkent,South,191 Street,187.4,5,153337509,2011,available
1059,house,Kyzylorda,Saryarka,95 Boulevard,403.4,5,405485071,2004,available
1060,apartment,Astana,Almalinsky,100 Avenue,588.9,0,600151490,2006,available
1061,office,Shymkent,Saryarka,186 Lane,291.4,1,207040260,2014,available
1062,office,Semey,Bostandyk,132 Avenue,191.0,1,128113837,1993,available
1063,office,Shymkent,West,196 Boulevard,925.0,0,1100590763,1998,reserved
1064,house,Shymkent,Almalinsky,182 Road,779.9,4,448825981,2024,available
1065,house,Kostanay,North,12 Avenue,855.0,1,463538421,2013,sold
1066,apartment,Karagandy,East,27 Street,733.6,3,696103551,1958,available
1067,apartment,Almaty,North,114 Boulevard,614.4,6,200609899,1972,available
1068,house,Kostanay,South,164 Road,565.3,1,290602326,1986,available
1069,house,Kostanay,Auezov,50 Avenue,590.5,5,576249489,1954,sold
1070,office,Taraz,Bostandyk,146 Road,867.2,2,442022982,2017,available
1071,office,Kyzylorda,Saryarka,129 Boulevard,369.4,1,368093592,1998,sold
1072,apartment,Shymkent,Auezov,77 Avenue,135.6,1,47724004,1952,available
1073,office,Pavlodar,Bostandyk,181 Boulevard,86.6,1,84181898,2023,available
1074,apartment,Kyzylorda,Auezov,80 Lane,626.3,4,490617819,2010,sold
1075,land,Almaty,Central,87 Lane,817.4,0,491328612,0,sold
1076,apartment,Semey,Medeu,194 Avenue,250.9,0,263765990,1954,available
1077,apartment,Kostanay,Almalinsky,190 Road,930.8,4,579483910,1955,available
1078,apartment,Karagandy,Turksib,90 Lane,488.0,6,617645134,1952,sold
1079,apartment,Karagandy,Auezov,156 Lane,688.3,5,216146885,1999,sold
1080,house,Kostanay,Bostandyk,141 Street,133.3,0,176113527,1997,available
1081,apartment,Almaty,East,60 Avenue,596.8,1,400905732,2018,available
1082,land,Almaty,East,15 Avenue,490.6,0,340819964,0,available
1083,apartment,Kyzylorda,Turksib,63 Boulevard,147.1,3,91266660,1959,available
1084,office,Karagandy,Saryarka,181 Boulevard,899.7,1,579418544,1996,sold
1085,apartment,Karagandy,Auezov,69 Boulevard,703.8,4,260246772,2002,sold
1086,house,Pavlodar,North,53 Street,844.6,4,470094294,1976,available
1087,house,Shymkent,Central,61 Lane,656.9,3,614892251,1954,available
1088,apartment,Pavlodar,North,16 Boulevard,857.5,3,732345550,1999,available
1089,apartment,Kostanay,South,169 Lane,541.8,5,316510608,1994,sold
1090,office,Taraz,West,193 Road,232.2,0,159467883,2005,sold
1091,house,Almaty,North,142 Lane,953.4,5,532642297,2018,available
1092,apartment,Kyzylorda,Auezov,67 Street,961.1,3,1091829631,1966,sold
1093,apartment,Pavlodar,North,64 Road,309.9,4,212411962,1996,available
1094,apartment,Kyzylorda,Central,32 Boulevard,577.1,2,691782697,2006,available
1095,apartment,Aktobe,Central,92 Lane,645.0,4,263463921,1960,available
1096,house,Taraz,North,113 Street,272.8,6,171728983,1966,available
1097,apartment,Kyzylorda,Turksib,13 Street,132.2,0,61748232,2006,available
1098,apartment,Karagandy,Central,183 Boulevard,975.8,0,1015567772,1995,available
1099,apartment,Karagandy,Medeu,28 Avenue,516.8,0,351414000,1991,available
1100,office,Kostanay,North,165 Lane,878.3,1,295119419,1996,available
1101,apartment,Taraz,Saryarka,76 Road,50.5,2,20134209,1953,available
1102,apartment,Taraz,Auezov,184 Road,787.8,5,425503106,2024,available
1103,house,Kostanay,Turksib,21 Avenue,959.5,1,930644930,2020,sold
1104,apartment,Astana,Auezov,14 Road,482.9,4,343846059,1974,sold
1105,apartment,Karagandy,Medeu,63 Boulevard,246.3,2,202860778,1980,available
1106,land,Kostanay,Medeu,21 Boulevard,1296.7,0,451881119,0,available
1107,apartment,Kostanay,East,146 Street,927.2,1,891868707,2024,available
1108,house,Pavlodar,Medeu,81 Avenue,99.9,3,64775834,2013,available
1109,house,Shymkent,Saryarka,4 Street,138.4,2,148444763,2010,sold
1110,apartment,Almaty,Bostandyk,7 Street,990.1,1,755849649,2017,sold
1111,office,Taraz,South,103 Road,256.6,2,121076151,1993,available
1112,house,Almaty,North,190 Boulevard,950.9,3,825142331,2005,available
1113,apartment,Shymkent,South,186 Road,918.0,4,399160520,1997,available
1114,apartment,Taraz,Saryarka,46 Road,728.1,2,702483751,1988,available
1115,apartment,Semey,Auezov,149 Road,847.2,3,449790532,1972,reserved
1116,apartment,Karagandy,Bostandyk,133 Boulevard,583.6,4,319425222,1971,available
1117,apartment,Aktobe,East,44 Boulevard,940.4,2,1232458679,1979,available
1118,apartment,Karagandy,Auezov,131 Street,46.8,0,55336961,1974,available
1119,office,Almaty,Medeu,53 Boulevard,943.0,3,904224289,2016,available
1120,apartment,Astana,North,114 Lane,503.4,0,649727172,1964,reserved
1121,office,Karagandy,North,84 Street,516.9,2,400508848,1959,sold
1122,apartment,Almaty,Bostandyk,26 Road,331.2,6,265739398,1954,sold
1123,house,Karagandy,South,151 Lane,874.7,1,718086122,1969,available
1124,apartment,Aktobe,West,34 Street,642.1,0,848126129,1977,available
1125,apartment,Semey,Almalinsky,54 Street,58.0,5,29641709,2024,available
1126,apartment,Semey,Turksib,47 Boulevard,843.9,2,757529809,2000,available
1127,apartment,Pavlodar,North,57 Avenue,963.7,6,921086357,2007,available
1128,house,Astana,South,119 Boulevard,667.4,2,669562907,2011,sold
1129,office,Kyzylorda,Bostandyk,176 Street,48.4,2,42337056,2002,available
1130,house,Pavlodar,Turksib,82 Lane,403.6,3,249155645,1956,available
1131,house,Taraz,Turksib,12 Boulevard,458.7,1,324076849,1976,sold
1132,apartment,Kyzylorda,Almalinsky,85 Street,612.9,0,572423506,1998,available
1133,house,Taraz,Auezov,17 Avenue,528.3,2,493266782,2018,available
1134,house,Pavlodar,South,96 Boulevard,425.1,4,479923605,1954,sold
1135,house,Semey,North,129 Lane,795.5,0,323139820,1979,available
1136,house,Almaty,West,192 Avenue,816.7,3,726657487,1966,sold
1137,office,Astana,North,19 Road,727.7,3,253980079,2019,available
1138,apartment,Kyzylorda,Bostandyk,50 Road,862.1,6,512325925,1952,available
1139,apartment,Astana,West,168 Road,482.0,2,294165932,2002,available
